## ================================================================================================================
## Date de Création du fichier     : 2022-05-04
## Auteur                          : Division Hydrographique du Service d'Irrigation - DHSI - (1918 - 1940)
##                                   Direction générale des travaux publics
## Créateur du fichier	           : Ralph Bathelemy (bathelemy@geoazur.unice.fr)
## Entité                          : URGEO - GEOAZUR - INRAE
## ================================================================================================================
## Code station                    : 40501
## Nom station                     : AMONT DU BASSIN - RIVIERE GRISE
## ----------------------------------------------------------------------------------------------------------------
## Superficie bassin               : 276           ; (DHSI [km²])
## Altitude station                : 220           ; (DHSI [m])
## Longitude                       : 72.11         ; (DHSI [degré.minute W])
## Latitude                        : 18.3          ; (DHSI [degré.minute N])
## Données manquantes              : 15             ; [%]
## Débits disponibles              : 1919-01-01    ; 1940-12-31
## ================================================================================================================
## Champs----------------------------------------------------------------------------------------------------------
## Date                            : date [AAAAMMJJ]
## Q                               : débits [m3/s]
## ================================================================================================================

Date;	Q
19290325;	1.52
19290326;	1.52
19290327;	1.52
19290328;	1.52
19290329;	1.76
19290330;	1.68
19290331;	1.52
19290401;	1.52
19290402;	1.52
19290403;	1.52
19290404;	1.46
19290405;	1.46
19290406;	1.46
19290407;	1.46
19290408;	1.46
19290409;	1.46
19290410;	1.46
19290411;	1.46
19290412;	1.46
19290413;	1.46
19290414;	1.58
19290415;	1.57
19290416;	1.4
19290417;	1.4
19290418;	1.43
19290419;	1.46
19290420;	1.46
19290421;	1.46
19290422;	1.52
19290423;	2.32
19290424;	1.94
19290425;	2.24
19290426;	1.94
19290427;	1.73
19290428;	1.55
19290429;	1.49
19290430;	1.49
19290501;	1.49
19290502;	1.49
19290503;	1.49
19290504;	1.49
19290505;	1.49
19290506;	1.49
19290507;	1.82
19290508;	1.55
19290509;	1.52
19290510;	1.46
19290511;	1.4
19290512;	1.4
19290513;	1.34
19290514;	1.52
19290515;	1.52
19290516;	1.52
19290517;	1.52
19290518;	1.64
19290519;	2.5
19290520;	2.7
19290521;	2.16
19290522;	2.04
19290523;	1.91
19290524;	2.24
19290525;	2.7
19290526;	2.6
19290527;	3.6
19290528;	4
19290529;	4.2
19290530;	3.3
19290531;	2.6
19290601;	2.8
19290602;	2.32
19290603;	2.08
19290604;	4.68
19290605;	8.3
19290606;	5.4
19290607;	3.8
19290608;	3.2
19290609;	2.8
19290610;	2.6
19290611;	4.1
19290612;	2.41
19290613;	2.32
19290614;	2.16
19290615;	2.16
19290616;	2.16
19290617;	2.08
19290618;	2
19290619;	2.08
19290620;	2.04
19290621;	2.32
19290622;	2.08
19290623;	1.94
19290624;	1.91
19290625;	1.91
19290626;	2.08
19290627;	1.94
19290628;	1.91
19290629;	1.94
19290630;	2.01
19290701;	2.08
19290702;	1.91
19290703;	1.85
19290704;	1.82
19290705;	1.82
19290706;	1.82
19290707;	2.08
19290708;	1.85
19290709;	1.86
19290710;	1.88
19290711;	1.7
19290712;	1.64
19290713;	1.64
19290714;	1.64
19290715;	1.61
19290716;	1.55
19290717;	1.49
19290718;	1.49
19290719;	1.94
19290720;	1.7
19290721;	1.49
19290722;	1.49
19290723;	1.49
19290724;	1.49
19290725;	1.82
19290726;	1.52
19290727;	1.49
19290728;	1.49
19290729;	1.43
19290730;	1.31
19290731;	1.31
19290801;	1.58
19290802;	1.61
19290803;	2.7
19290804;	2.8
19290805;	2.24
19290806;	4.1
19290807;	3.2
19290808;	4.44
19290809;	4.44
19290810;	3.5
19290811;	4.32
19290812;	4.32
19290813;	3.6
19290814;	3.3
19290815;	5.1
19290816;	4.2
19290817;	3.1
19290818;	3.1
19290819;	2.7
19290820;	2.7
19290821;	2.5
19290822;	2.41
19290823;	4.44
19290824;	4.32
19290825;	3.4
19290826;	5.1
19290827;	6.1
19290828;	8
19290829;	7
19290830;	5.1
19290831;	4.68
19290901;	5.7
19290902;	4.68
19290903;	10.2
19290904;	7.5
19290905;	5.9
19290906;	5.5
19290907;	5.9
19290908;	6.5
19290909;	6.1
19290910;	5.3
19290911;	5.1
19290912;	4.92
19290913;	5.7
19290914;	5.7
19290915;	5.9
19290916;	5.3
19290917;	5.3
19290918;	5.1
19290919;	4.92
19290920;	4.8
19290921;	4.56
19290922;	4.44
19290923;	4.56
19290924;	4.44
19290925;	6.75
19290926;	8.75
19290927;	8.25
19290928;	7.75
19290929;	13.2
19290930;	12.6
19291001;	11.4
19291002;	11.4
19291003;	9
19291004;	7
19291005;	6.5
19291006;	5.9
19291007;	5.5
19291008;	5
19291009;	5
19291010;	7
19291011;	5.7
19291012;	5.3
19291013;	5.3
19291014;	5.1
19291015;	4.92
19291016;	4.68
19291017;	4.56
19291018;	4.32
19291019;	4.32
19291020;	5.1
19291021;	5.3
19291022;	4.68
19291023;	4.92
19291024;	7.35
19291025;	7.75
19291026;	8.45
19291027;	8
19291028;	9.6
19291029;	8
19291030;	7.5
19291031;	7
19291101;	8.4
19291102;	12
19291103;	9
19291104;	7.5
19291105;	6.85
19291106;	6.75
19291107;	6.1
19291108;	5.7
19291109;	5.5
19291110;	5.7
19291111;	5.3
19291112;	4.92
19291113;	4.8
19291114;	4.68
19291115;	4.44
19291116;	4.32
19291117;	4.68
19291118;	4.32
19291119;	4.1
19291120;	4
19291121;	3.8
19291122;	3.7
19291123;	3.6
19291124;	3.6
19291125;	3.5
19291126;	3.4
19291127;	3.3
19291128;	3.4
19291129;	3.3
19291130;	3.3
19291201;	3.2
19291202;	3.1
19291203;	3.1
19291204;	3.1
19291205;	3
19291206;	3.1
19291207;	3
19291208;	3
19291209;	2.9
19291210;	2.9
19291211;	2.7
19291212;	2.6
19291213;	2.41
19291214;	2.32
19291215;	2.24
19291216;	2.32
19291217;	2.41
19291218;	2.32
19291219;	2.24
19291220;	2.32
19291221;	2.24
19291222;	2.24
19291223;	2.16
19291224;	2.16
19291225;	2.08
19291226;	2.08
19291227;	2.04
19291228;	1.94
19291229;	1.91
19291230;	1.91
19291231;	1.91
19300101;	1.91
19300102;	1.89
19300103;	1.76
19300104;	1.73
19300105;	1.73
19300106;	1.76
19300107;	1.76
19300108;	1.76
19300109;	1.73
19300110;	1.76
19300111;	1.85
19300112;	1.85
19300113;	1.24
19300114;	1.16
19300115;	1
19300116;	1.79
19300117;	1.76
19300118;	1.76
19300119;	1.76
19300120;	1.7
19300121;	1.64
19300122;	1.61
19300123;	1.58
19300124;	1.67
19300125;	1.7
19300126;	1.7
19300127;	1.67
19300128;	1.64
19300129;	1.58
19300130;	1.49
19300131;	1.55
19300201;	1.55
19300202;	1.55
19300203;	1.55
19300204;	1.55
19300205;	1.52
19300206;	1.49
19300207;	1.49
19300208;	1.46
19300209;	1.49
19300210;	1.7
19300211;	1.58
19300212;	1.58
19300213;	1.52
19300214;	1.61
19300215;	1.61
19300216;	1.52
19300217;	1.46
19300218;	1.46
19300219;	1.67
19300220;	1.67
19300221;	1.79
19300222;	1.73
19300223;	1.64
19300224;	1.61
19300225;	1.61
19300226;	2.24
19300227;	1.79
19300228;	1.73
19300301;	1.67
19300302;	1.64
19300303;	1.7
19300304;	1.73
19300305;	1.88
19300306;	1.85
19300307;	1.82
19300308;	1.73
19300309;	1.67
19300310;	1.64
19300311;	1.67
19300312;	1.67
19300313;	1.67
19300314;	1.64
19300315;	1.58
19300316;	1.52
19300317;	1.52
19300318;	1.55
19300319;	1.82
19300320;	1.52
19300321;	1.46
19300322;	1.46
19300323;	1.46
19300324;	1.46
19300325;	1.46
19300326;	1.46
19300327;	1.46
19300328;	1.4
19300329;	1.4
19300330;	1.4
19300331;	1.4
19300401;	1.37
19300402;	1.28
19300403;	1.26
19300404;	1.26
19300405;	1.26
19300406;	1.2
19300407;	1.2
19300408;	1.2
19300409;	1.2
19300410;	1.2
19300411;	1.52
19300412;	1.88
19300413;	1.43
19300414;	1.26
19300415;	1.24
19300416;	1.33
19300417;	2.41
19300418;	1.67
19300419;	1.52
19300420;	1.34
19300421;	1.24
19300422;	1.18
19300423;	1.18
19300424;	1.15
19300425;	1.18
19300426;	1.2
19300427;	1.2
19300428;	1.16
19300429;	1.1
19300430;	1.28
19300501;	3.3
19300502;	2
19300503;	4.1
19300504;	3.3
19300505;	5.7
19300506;	3.4
19300507;	3.7
19300508;	3.8
19300509;	6.1
19300510;	5.1
19300511;	6.1
19300512;	4.92
19300513;	4.92
19300514;	6.5
19300515;	8.3
19300516;	6.5
19300517;	5.7
19300518;	5.1
19300519;	4.56
19300520;	4.2
19300521;	3.8
19300522;	3.5
19300523;	3.5
19300524;	3.4
19300525;	5.9
19300526;	3.7
19300527;	3.7
19300528;	3.7
19300529;	4.2
19300530;	3.9
19300531;	3.7
19300601;	3.8
19300602;	3.9
19300603;	3.6
19300604;	10.5
19300605;	4.92
19300606;	4.92
19300607;	6.1
19300608;	6.1
19300609;	6.1
19300610;	7.75
19300611;	7.75
19300612;	10.8
19300613;	29.4
19300614;	15.2
19300615;	8.3
19300616;	8
19300617;	7.5
19300618;	7
19300619;	6.5
19300620;	5.7
19300621;	6.1
19300622;	6.1
19300623;	6.1
19300624;	5.7
19300625;	5.3
19300626;	5.3
19300627;	5.1
19300628;	4.8
19300629;	4.56
19300630;	4.44
19300701;	4.8
19300702;	4.8
19300703;	4.32
19300704;	4
19300705;	3.8
19300706;	3.7
19300707;	3.7
19300708;	3.5
19300709;	3.2
19300710;	3.4
19300711;	3.4
19300712;	3.5
19300713;	3.2
19300714;	3.1
19300715;	3.1
19300716;	3
19300717;	3
19300718;	3
19300719;	2.8
19300720;	4
19300721;	4.44
19300722;	3.5
19300723;	3.4
19300724;	3.1
19300725;	3.1
19300726;	3
19300727;	3
19300728;	3
19300729;	2.8
19300730;	2.7
19300731;	2.5
19300801;	2.5
19300802;	2.5
19300803;	2.32
19300804;	2.32
19300805;	2.24
19300806;	2.24
19300807;	2.5
19300808;	2.32
19300809;	2.16
19300810;	2.16
19300811;	2.08
19300812;	2
19300813;	2
19300814;	2.04
19300815;	2.6
19300816;	2.41
19300817;	2.16
19300818;	2.08
19300819;	1.97
19300820;	3.2
19300821;	2
19300822;	1.91
19300823;	1.91
19300824;	1.91
19300825;	1.91
19300826;	2.32
19300827;	1.91
19300828;	2
19300829;	2.32
19300830;	2.16
19300831;	2.16
19300901;	2.09
19300902;	2.25
19300903;	3.02
19300904;	3.5
19300905;	5.7
19300906;	3.3
19300907;	2.49
19300908;	2.33
19300909;	2.25
19300910;	2.17
19300911;	2.49
19300912;	2.32
19300913;	2.01
19300914;	1.9
19300915;	1.9
19300916;	1.87
19300917;	1.78
19300918;	1.78
19300919;	1.79
19300920;	1.81
19300921;	1.75
19300922;	1.64
19300923;	1.72
19300924;	1.78
19300925;	2
19300926;	1.85
19300927;	1.73
19300928;	1.72
19300929;	1.72
19300930;	1.61
19301001;	1.64
19301002;	1.61
19301003;	1.64
19301004;	1.78
19301005;	1.68
19301006;	1.68
19301007;	1.68
19301008;	1.88
19301009;	3.34
19301010;	2.84
19301011;	2.58
19301012;	2.23
19301013;	2.25
19301014;	2.17
19301015;	2.09
19301016;	2.01
19301017;	2.09
19301018;	2.09
19301019;	2.17
19301020;	2.09
19301021;	2.01
19301022;	1.94
19301023;	1.9
19301024;	1.9
19301025;	1.87
19301026;	2.09
19301027;	2.09
19301028;	2.4
19301029;	2.68
19301030;	2.25
19301031;	2.09
19301101;	2.01
19301102;	2.01
19301103;	1.94
19301104;	1.9
19301105;	1.87
19301106;	1.87
19301107;	1.88
19301108;	2.17
19301109;	1.9
19301110;	1.99
19301111;	2.35
19301112;	2.17
19301113;	2.01
19301114;	1.94
19301115;	1.84
19301116;	1.84
19301117;	1.83
19301118;	1.88
19301119;	2.05
19301120;	2.17
19301121;	2
19301122;	1.88
19301123;	1.87
19301124;	1.87
19301125;	1.83
19301126;	1.83
19301127;	1.88
19301128;	2.11
19301129;	1.88
19301130;	1.83
19301201;	1.78
19301202;	1.68
19301203;	1.68
19301204;	1.73
19301205;	1.68
19301206;	1.64
19301207;	1.64
19301208;	1.64
19301209;	1.64
19301210;	1.64
19301211;	1.64
19301212;	1.6
19301213;	1.64
19301214;	1.68
19301215;	1.78
19301216;	1.78
19301217;	1.78
19301218;	1.73
19301219;	1.68
19301220;	1.68
19301221;	1.68
19301222;	1.64
19301223;	1.64
19301224;	1.64
19301225;	1.64
19301226;	1.6
19301227;	1.6
19301228;	1.5
19301229;	1.48
19301230;	1.44
19301231;	1.4
19310101;	1.44
19310102;	1.48
19310103;	1.52
19310104;	1.48
19310105;	1.48
19310106;	1.44
19310107;	1.44
19310108;	1.4
19310109;	1.36
19310110;	1.33
19310111;	1.33
19310112;	1.33
19310113;	1.33
19310114;	1.33
19310115;	1.33
19310116;	1.33
19310117;	1.33
19310118;	1.33
19310119;	1.33
19310120;	1.33
19310121;	1.33
19310122;	1.33
19310123;	1.44
19310124;	1.56
19310125;	1.6
19310126;	1.94
19310127;	1.73
19310128;	1.56
19310129;	1.44
19310130;	1.44
19310131;	1.36
19310201;	1.36
19310202;	1.36
19310203;	1.33
19310204;	1.44
19310205;	1.78
19310206;	1.64
19310207;	1.52
19310208;	1.4
19310209;	1.36
19310210;	1.33
19310211;	1.3
19310212;	1.56
19310213;	2
19310214;	2.09
19310215;	2.25
19310216;	1.94
19310217;	1.84
19310218;	1.61
19310219;	1.64
19310220;	1.42
19310221;	1.36
19310222;	1.36
19310223;	1.36
19310224;	1.33
19310225;	1.33
19310226;	1.3
19310227;	1.3
19310228;	1.3
19310301;	1.28
19310302;	1.25
19310303;	1.23
19310304;	1.2
19310305;	1.18
19310306;	1.18
19310307;	1.18
19310308;	1.18
19310309;	1.18
19310310;	1.18
19310311;	1.18
19310312;	1.19
19310313;	1.18
19310314;	1.18
19310315;	1.18
19310316;	1.15
19310317;	1.15
19310318;	1.12
19310319;	1.12
19310320;	1.1
19310321;	1.1
19310322;	1.12
19310323;	1.1
19310324;	1.1
19310325;	1.12
19310326;	1.14
19310327;	1.25
19310328;	1.18
19310329;	1.12
19310330;	1.05
19310331;	1.05
19310401;	1.02
19310402;	1.06
19310403;	1.06
19310404;	1.03
19310405;	1.1
19310406;	1.1
19310407;	1.1
19310408;	1.18
19310409;	1.26
19310410;	1.36
19310411;	1.4
19310412;	2.17
19310413;	4.72
19310414;	5.25
19310415;	4.38
19310416;	6.8
19310417;	4.56
19310418;	3.42
19310419;	3.42
19310420;	6.2
19310421;	4.9
19310422;	4.04
19310423;	4.04
19310424;	3.7
19310425;	3.88
19310426;	5.85
19310427;	5.4
19310428;	5.7
19310429;	7.4
19310430;	6.6
19310501;	8.8
19310502;	9.2
19310503;	8
19310504;	9
19310505;	11
19310506;	10.7
19310507;	11.6
19310508;	9.5
19310509;	8.4
19310510;	7.4
19310511;	7.28
19310512;	6.4
19310513;	6
19310514;	6.2
19310515;	5.85
19310516;	6
19310517;	6.8
19310518;	6.4
19310519;	6.6
19310520;	7
19310521;	9.5
19310522;	11.3
19310523;	13
19310524;	11
19310525;	14.8
19310526;	28.6
19310527;	17.6
19310528;	16
19310529;	36
19310530;	19
19310531;	18.4
19310601;	19
19310602;	18.4
19310603;	19
19310604;	19.6
19310605;	20.4
19310606;	19.6
19310607;	26
19310608;	30.6
19310609;	31.6
19310610;	20.8
19310611;	10.1
19310612;	10.1
19310613;	7.8
19310614;	7
19310615;	6.4
19310616;	6
19310617;	6
19310618;	5.7
19310619;	5.7
19310620;	5.7
19310621;	7.6
19310622;	7.6
19310623;	13.4
19310624;	13
19310625;	11.9
19310626;	11.9
19310627;	12.6
19310628;	12.6
19310629;	12.2
19310630;	11.6
19310701;	11
19310702;	10.4
19310703;	9.8
19310704;	9.2
19310705;	9.2
19310706;	9.5
19310707;	10.7
19310708;	10.7
19310709;	9.5
19310710;	9.8
19310711;	9.2
19310712;	8.6
19310713;	8.6
19310714;	8.8
19310715;	8.2
19310716;	8
19310717;	7.8
19310718;	7.4
19310719;	7.2
19310720;	6.6
19310721;	6.6
19310722;	6.6
19310723;	6.4
19310724;	6.2
19310725;	5.85
19310726;	6
19310727;	5.7
19310728;	5.55
19310729;	5.55
19310730;	5.4
19310731;	5.7
19310801;	5.25
19310802;	4.9
19310803;	5.05
19310804;	5.85
19310805;	5.83
19310806;	5.4
19310807;	5.25
19310808;	5.05
19310809;	4.72
19310810;	4.56
19310811;	4.38
19310812;	4.3
19310813;	4.38
19310814;	4.38
19310815;	4.72
19310816;	5.25
19310817;	4.56
19310818;	4.38
19310819;	4.22
19310820;	4.22
19310821;	4.22
19310822;	4.04
19310823;	4.22
19310824;	4.04
19310825;	4.04
19310826;	4.04
19310827;	4.04
19310828;	4.04
19310829;	4.04
19310830;	4.22
19310831;	4.04
19310901;	4.22
19310902;	5.05
19310903;	5.25
19310904;	4.72
19310905;	4.9
19310906;	4.38
19310907;	4.38
19310908;	4.04
19310909;	4.04
19310910;	3.88
19310911;	3.88
19310912;	8.6
19310913;	10.1
19310914;	8.6
19310915;	6.8
19310916;	6
19310917;	5.55
19310918;	5.85
19310919;	6.6
19310920;	6.6
19310921;	6.2
19310922;	5.55
19310923;	5.05
19310924;	5.05
19310925;	5.4
19310926;	5.05
19310927;	4.72
19310928;	5.05
19310929;	5.85
19310930;	6
19311001;	5.25
19311002;	6.2
19311003;	10.1
19311004;	7.6
19311005;	6.4
19311006;	7.2
19311007;	8.6
19311008;	7.6
19311009;	6.8
19311010;	6.6
19311011;	7
19311012;	6.8
19311013;	7
19311014;	7
19311015;	6.6
19311016;	6.4
19311017;	6.2
19311018;	5.85
19311019;	5.85
19311020;	5.7
19311021;	5.55
19311022;	5.25
19311023;	5.25
19311024;	5.85
19311025;	6.6
19311026;	7.5
19311027;	7.05
19311028;	7.35
19311029;	7.05
19311030;	5.55
19311031;	4.68
19311101;	4.29
19311102;	5.1
19311103;	5.7
19311104;	4.68
19311105;	4.42
19311106;	4.82
19311107;	16.8
19311108;	12.4
19311109;	9.65
19311110;	8.95
19311111;	11.6
19311112;	10
19311113;	9.65
19311114;	9.3
19311115;	8.6
19311116;	8.25
19311117;	7.35
19311118;	7.35
19311119;	6.75
19311120;	6.45
19311121;	6.15
19311122;	5.85
19311123;	5.85
19311124;	5.55
19311125;	5.25
19311126;	5.7
19311127;	6.6
19311128;	5.55
19311129;	5.4
19311130;	5.25
19311201;	4.96
19311202;	4.55
19311203;	4.42
19311204;	4.16
19311205;	4.42
19311206;	4.42
19311207;	4.16
19311208;	3.56
19311209;	3.56
19311210;	3.56
19311211;	3.32
19311212;	3.32
19311213;	3.2
19311214;	3.08
19311215;	3.08
19311216;	3.08
19311217;	3.08
19311218;	3.08
19311219;	3.08
19311220;	3.08
19311221;	3.32
19311222;	3.2
19311223;	3.08
19311224;	3.08
19311225;	3.08
19311226;	2.96
19311227;	2.86
19311228;	2.86
19311229;	2.86
19311230;	2.86
19311231;	2.76
19320101;	2.66
19320102;	2.66
19320103;	2.66
19320104;	2.66
19320105;	2.66
19320106;	2.47
19320107;	2.47
19320108;	2.47
19320109;	2.47
19320110;	2.47
19320111;	2.38
19320112;	2.38
19320113;	2.29
19320114;	2.28
19320115;	2.2
19320116;	2.2
19320117;	2.2
19320118;	2.02
19320119;	2.02
19320120;	2.02
19320121;	2.2
19320122;	2.2
19320123;	2.2
19320124;	2.2
19320125;	2.2
19320126;	2.11
19320127;	2.11
19320128;	2.11
19320129;	2.11
19320130;	2.02
19320131;	2.02
19320201;	2.02
19320202;	2.02
19320203;	1.94
19320204;	1.86
19320205;	1.86
19320206;	1.86
19320207;	1.94
19320208;	1.94
19320209;	1.94
19320210;	1.94
19320211;	1.94
19320212;	1.94
19320213;	1.94
19320214;	2.11
19320215;	1.94
19320216;	1.94
19320217;	1.94
19320218;	1.94
19320219;	1.86
19320220;	1.86
19320221;	1.78
19320222;	1.7
19320223;	1.62
19320224;	1.62
19320225;	1.62
19320226;	1.62
19320227;	1.62
19320228;	1.62
19320229;	1.54
19320301;	1.54
19320302;	1.54
19320303;	1.54
19320304;	1.54
19320305;	1.54
19320306;	1.54
19320307;	1.54
19320308;	1.54
19320309;	1.68
19320310;	1.6
19320311;	1.54
19320312;	1.54
19320313;	1.46
19320314;	1.46
19320315;	1.46
19320316;	1.6
19320317;	1.54
19320318;	1.46
19320319;	1.46
19320320;	1.46
19320321;	1.4
19320322;	1.4
19320323;	1.4
19320324;	1.4
19320325;	1.4
19320326;	1.47
19320327;	1.4
19320328;	1.4
19320329;	1.4
19320330;	1.4
19320331;	1.4
19320401;	1.4
19320402;	1.4
19320403;	1.4
19320404;	1.4
19320405;	1.62
19320406;	1.54
19320407;	1.47
19320408;	1.54
19320409;	2.66
19320410;	3.32
19320411;	2.47
19320412;	2.11
19320413;	2.2
19320414;	4.68
19320415;	3.68
19320416;	2.56
19320417;	2.47
19320418;	2.47
19320419;	2.29
19320420;	2.2
19320421;	2.2
19320422;	2.2
19320423;	2.2
19320424;	2.02
19320425;	2.11
19320426;	12
19320427;	12.8
19320428;	12.8
19320429;	10.8
19320430;	10.8
19320501;	12.8
19320502;	11.6
19320503;	11.6
19320504;	12.8
19320505;	14
19320506;	11.9
19320507;	9.85
19320508;	7.8
19320509;	6.75
19320510;	6.15
19320511;	6
19320512;	5.7
19320513;	5.4
19320514;	5.1
19320515;	4.16
19320516;	4.42
19320517;	3.92
19320518;	3.68
19320519;	3.56
19320520;	3.56
19320521;	4.96
19320522;	10.8
19320523;	9.65
19320524;	9.3
19320525;	8.1
19320526;	6.9
19320527;	6.6
19320528;	6
19320529;	5.55
19320530;	5.25
19320531;	4.96
19320601;	5.85
19320602;	5.55
19320603;	5.25
19320604;	4.96
19320605;	4.96
19320606;	5.1
19320607;	6
19320608;	6
19320609;	7.05
19320610;	6.75
19320611;	6.15
19320612;	6
19320613;	6
19320614;	5.7
19320615;	5.4
19320616;	5.1
19320617;	4.82
19320618;	4.82
19320619;	4.68
19320620;	5.55
19320621;	4.82
19320622;	4.55
19320623;	4.16
19320624;	4.16
19320625;	6.45
19320626;	5.85
19320627;	5.4
19320628;	4.68
19320629;	4.42
19320630;	3.92
19320701;	3.8
19320702;	3.5
19320703;	3.44
19320704;	3.44
19320705;	3.3
19320706;	3.12
19320707;	3.12
19320708;	3.12
19320709;	3.32
19320710;	3.92
19320711;	3.68
19320712;	3.12
19320713;	5.25
19320714;	6.6
19320715;	4.96
19320716;	4.96
19320717;	4.82
19320718;	4.68
19320719;	5.25
19320720;	6.6
19320721;	7.2
19320722;	6.6
19320723;	6.45
19320724;	6.15
19320725;	6.15
19320726;	5.25
19320727;	5.55
19320728;	6
19320729;	8.25
19320730;	10.4
19320731;	8.6
19320801;	7.05
19320802;	6.3
19320803;	6
19320804;	6.75
19320805;	6.9
19320806;	5.85
19320807;	5.85
19320808;	5.7
19320809;	5.55
19320810;	5.7
19320811;	4.68
19320812;	4.04
19320813;	3.8
19320814;	3.68
19320815;	4.55
19320816;	6.3
19320817;	5.85
19320818;	4.96
19320819;	6
19320820;	6.6
19320821;	5.7
19320822;	7.5
19320823;	10.8
19320824;	10
19320825;	9.3
19320826;	8.6
19320827;	10.4
19320828;	11.2
19320829;	8.95
19320830;	10.8
19320831;	6.9
19320901;	4.96
19320902;	4.42
19320903;	4.06
19320904;	4.96
19320905;	6
19320906;	4.55
19320907;	4.06
19320908;	4.06
19320909;	3.76
19320910;	3.96
19320911;	3.66
19320912;	3.66
19320913;	3.86
19320914;	3.48
19320915;	2.96
19320916;	4.29
19320917;	4.68
19320918;	4.06
19320919;	3.92
19320920;	4.29
19320921;	5.4
19320922;	4.82
19320923;	4.96
19320924;	5.1
19320925;	5.4
19320926;	4.29
19320927;	3.44
19320928;	3.8
19320929;	3.8
19320930;	3.44
19321001;	4.55
19321002;	6
19321003;	5.7
19321004;	6.9
19321005;	6.45
19321006;	7.35
19321007;	8.1
19321008;	9.65
19321009;	11.6
19321010;	10.8
19321011;	9.65
19321012;	9.65
19321013;	11.2
19321014;	12
19321015;	11.2
19321016;	10
19321017;	8.95
19321018;	8.6
19321019;	8.6
19321020;	9.65
19321021;	9.65
19321022;	9.3
19321023;	8.95
19321024;	8.25
19321025;	7.95
19321026;	7.5
19321027;	7.05
19321028;	7.05
19321029;	6.9
19321030;	6.45
19321031;	6.3
19321101;	6.15
19321102;	6.75
19321103;	6.3
19321104;	5.85
19321105;	5.7
19321106;	6
19321107;	6.3
19321108;	5.7
19321109;	5.85
19321110;	8.25
19321111;	9.3
19321112;	9.65
19321113;	11.2
19321114;	12
19321115;	10.4
19321116;	8.95
19321117;	8.1
19321118;	7.5
19321119;	7.2
19321120;	7.2
19321121;	7.35
19321122;	6.75
19321123;	6.6
19321124;	6.15
19321125;	6
19321126;	5.7
19321127;	5.85
19321128;	5.85
19321129;	5.85
19321130;	6.15
19321201;	5.7
19321202;	5.85
19321203;	6.15
19321204;	5.85
19321205;	5.55
19321206;	5.25
19321207;	4.95
19321208;	0.82
19321209;	4.82
19321210;	4.55
19321211;	4.55
19321212;	4.42
19321213;	4.42
19321214;	1.29
19321215;	4.29
19321216;	4.16
19321217;	4.16
19321218;	4.04
19321219;	4.04
19321220;	3.92
19321221;	3.92
19321222;	3.8
19321223;	3.8
19321224;	3.8
19321225;	3.8
19321226;	2.68
19321227;	3.68
19321228;	3.56
19321229;	3.44
19321230;	3.32
19321231;	3.32
19330101;	3.32
19330102;	3.2
19330103;	3.2
19330104;	3.2
19330105;	3.2
19330106;	3.2
19330107;	3.2
19330108;	3.08
19330109;	3.08
19330110;	2.96
19330111;	2.96
19330112;	2.76
19330113;	2.7
19330114;	2.76
19330115;	4.66
19330116;	2.66
19330117;	2.66
19330118;	2.66
19330119;	2.66
19330120;	2.66
19330121;	2.66
19330122;	2.66
19330123;	2.56
19330124;	2.47
19330125;	2.47
19330126;	2.29
19330127;	2.29
19330128;	2.29
19330129;	2.2
19330130;	2.2
19330131;	2.11
19330201;	2.11
19330202;	2.11
19330203;	2.11
19330204;	2.11
19330205;	2.11
19330206;	2.02
19330207;	2.02
19330208;	1.94
19330209;	1.94
19330210;	1.94
19330211;	2.02
19330212;	2.02
19330213;	2.02
19330214;	2.02
19330215;	2.02
19330216;	2.02
19330217;	2.02
19330218;	1.94
19330219;	1.94
19330220;	1.94
19330221;	1.94
19330222;	1.86
19330223;	1.86
19330224;	1.86
19330225;	1.86
19330226;	1.86
19330227;	1.94
19330228;	1.78
19330301;	1.78
19330302;	1.86
19330303;	1.86
19330304;	1.94
19330305;	2.11
19330306;	1.94
19330307;	1.86
19330308;	1.8
19330309;	1.86
19330310;	1.78
19330311;	1.78
19330312;	1.78
19330313;	2.38
19330314;	1.86
19330315;	1.78
19330316;	1.78
19330317;	1.78
19330318;	1.78
19330319;	1.78
19330320;	1.7
19330321;	1.78
19330322;	1.7
19330323;	1.62
19330324;	1.7
19330325;	1.7
19330326;	1.7
19330327;	1.7
19330328;	1.7
19330329;	1.94
19330330;	1.8
19330331;	1.78
19330401;	2.11
19330402;	2.02
19330403;	2.11
19330404;	1.86
19330405;	1.54
19330406;	1.54
19330407;	1.47
19330408;	1.47
19330409;	1.47
19330410;	1.47
19330411;	1.47
19330412;	1.47
19330413;	1.4
19330414;	1.33
19330415;	1.33
19330416;	1.33
19330417;	1.33
19330418;	1.33
19330419;	1.38
19330420;	1.33
19330421;	1.33
19330422;	1.33
19330423;	1.33
19330424;	1.33
19330425;	1.33
19330426;	1.26
19330427;	1.26
19330428;	1.26
19330429;	1.33
19330430;	1.33
19330501;	1.33
19330502;	1.2
19330503;	1.26
19330504;	1.19
19330505;	1.86
19330506;	1.8
19330507;	2.02
19330508;	2.2
19330509;	1.7
19330510;	1.54
19330511;	1.47
19330512;	1.47
19330513;	1.4
19330514;	1.4
19330515;	1.33
19330516;	1.26
19330517;	1.19
19330518;	1.19
19330519;	1.47
19330520;	1.62
19330521;	2.02
19330522;	3.32
19330523;	3.56
19330524;	3.68
