,Date,	P
3008,1928-03-27,0.0
3009,1928-03-28,9.3
3010,1928-03-29,14.2
3011,1928-03-30,0.0
3012,1928-03-31,0.0
3013,1928-04-01,0.0
3014,1928-04-02,0.0
3015,1928-04-03,21.4
3016,1928-04-04,17.3
3017,1928-04-05,0.0
3018,1928-04-06,0.0
3019,1928-04-07,0.0
3020,1928-04-08,0.0
3021,1928-04-09,0.0
3022,1928-04-10,0.0
3023,1928-04-11,0.0
3024,1928-04-12,0.0
3025,1928-04-13,0.0
3026,1928-04-14,0.0
3027,1928-04-15,0.0
3028,1928-04-16,14.2
3029,1928-04-17,0.0
3030,1928-04-18,0.0
3031,1928-04-19,0.0
3032,1928-04-20,15.3
3033,1928-04-21,19.2
3034,1928-04-22,11.4
3035,1928-04-23,0.0
3036,1928-04-24,0.0
3037,1928-04-25,16.3
3038,1928-04-26,0.0
3039,1928-04-27,0.0
3040,1928-04-28,9.4
3041,1928-04-29,47.2
3042,1928-04-30,0.0
3043,1928-05-01,15.3
3044,1928-05-02,18.4
3045,1928-05-03,25.2
3046,1928-05-04,48.5
3047,1928-05-05,0.0
3048,1928-05-06,0.0
3049,1928-05-07,0.0
3050,1928-05-08,27.4
3051,1928-05-09,66.3
3052,1928-05-10,0.0
3053,1928-05-11,45.4
3054,1928-05-12,0.0
3055,1928-05-13,42.5
3056,1928-05-14,56.4
3057,1928-05-15,72.5
3058,1928-05-16,47.3
3059,1928-05-17,35.4
3060,1928-05-18,48.3
3061,1928-05-19,35.4
3062,1928-05-20,42.5
3063,1928-05-21,26.4
3064,1928-05-22,0.0
3065,1928-05-23,0.0
3066,1928-05-24,0.0
3067,1928-05-25,0.0
3068,1928-05-26,0.0
3069,1928-05-27,0.0
3070,1928-05-28,37.5
3071,1928-05-29,0.0
3072,1928-05-30,18.2
3073,1928-05-31,14.3
3074,1928-06-01,21.4
3075,1928-06-02,0.0
3076,1928-06-03,0.0
3077,1928-06-04,0.0
3078,1928-06-05,0.0
3079,1928-06-06,0.0
3080,1928-06-07,0.0
3081,1928-06-08,0.0
3082,1928-06-09,0.0
3083,1928-06-10,7.3
3084,1928-06-11,0.0
3085,1928-06-12,0.0
3086,1928-06-13,0.0
3087,1928-06-14,15.4
3088,1928-06-15,29.5
3089,1928-06-16,0.0
3090,1928-06-17,0.0
3091,1928-06-18,0.0
3092,1928-06-19,42.3
3093,1928-06-20,45.4
3094,1928-06-21,62.3
3095,1928-06-22,28.4
3096,1928-06-23,0.0
3097,1928-06-24,26.2
3098,1928-06-25,0.0
3099,1928-06-26,0.0
3100,1928-06-27,35.3
3101,1928-06-28,11.4
3102,1928-06-29,0.0
3103,1928-06-30,0.0
3104,1928-07-01,46.4
3105,1928-07-02,0.0
3106,1928-07-03,35.3
3107,1928-07-04,0.0
3108,1928-07-05,0.0
3109,1928-07-06,23.4
3110,1928-07-07,16.3
3111,1928-07-08,21.5
3112,1928-07-09,17.3
3113,1928-07-10,0.0
3114,1928-07-11,0.0
3115,1928-07-12,37.4
3116,1928-07-13,0.0
3117,1928-07-14,42.3
3118,1928-07-15,0.0
3119,1928-07-16,0.0
3120,1928-07-17,0.0
3121,1928-07-18,0.0
3122,1928-07-19,16.2
3123,1928-07-20,0.0
3124,1928-07-21,0.0
3125,1928-07-22,11.3
3126,1928-07-23,0.0
3127,1928-07-24,15.4
3128,1928-07-25,0.0
3129,1928-07-26,4.2
3130,1928-07-27,0.0
3131,1928-07-28,0.0
3132,1928-07-29,35.4
3133,1928-07-30,38.5
3134,1928-07-31,43.3
3135,1928-08-01,0.0
3136,1928-08-02,34.5
3137,1928-08-03,0.0
3138,1928-08-04,23.4
3139,1928-08-05,0.0
3140,1928-08-06,0.0
3141,1928-08-07,4.3
3142,1928-08-08,0.0
3143,1928-08-09,43.5
3144,1928-08-10,44.3
3145,1928-08-11,0.0
3146,1928-08-12,0.0
3147,1928-08-13,0.0
3148,1928-08-14,22.5
3149,1928-08-15,47.2
3150,1928-08-16,29.4
3151,1928-08-17,26.5
3152,1928-08-18,0.0
3153,1928-08-19,17.3
3154,1928-08-20,0.0
3155,1928-08-21,18.4
3156,1928-08-22,45.5
3157,1928-08-23,35.3
3158,1928-08-24,47.5
3159,1928-08-25,54.3
3160,1928-08-26,0.0
3161,1928-08-27,32.5
3162,1928-08-28,17.4
3163,1928-08-29,75.3
3164,1928-08-30,22.4
3165,1928-08-31,49.2
3166,1928-09-01,0.0
3167,1928-09-02,34.5
3168,1928-09-03,32.4
3169,1928-09-04,37.2
3170,1928-09-05,0.0
3171,1928-09-06,39.3
3172,1928-09-07,23.4
3173,1928-09-08,17.5
3174,1928-09-09,0.0
3175,1928-09-10,0.0
3176,1928-09-11,63.4
3177,1928-09-12,0.0
3178,1928-09-13,0.0
3179,1928-09-14,27.2
3180,1928-09-15,0.0
3181,1928-09-16,0.0
3182,1928-09-17,32.3
3183,1928-09-18,0.0
3184,1928-09-19,24.1
3185,1928-09-20,0.0
3186,1928-09-21,0.0
3187,1928-09-22,37.3
3188,1928-09-23,29.4
3189,1928-09-24,26.3
3190,1928-09-25,59.4
3191,1928-09-26,0.0
3192,1928-09-27,0.0
3193,1928-09-28,35.2
3194,1928-09-29,0.0
3195,1928-09-30,72.5
3196,1928-10-01,38.3
3197,1928-10-02,26.4
3198,1928-10-03,0.0
3199,1928-10-04,65.3
3200,1928-10-05,47.5
3201,1928-10-06,15.2
3202,1928-10-07,22.4
3203,1928-10-08,34.5
3204,1928-10-09,47.3
3205,1928-10-10,35.2
3206,1928-10-11,38.5
3207,1928-10-12,0.0
3208,1928-10-13,0.0
3209,1928-10-14,0.0
3210,1928-10-15,18.4
3211,1928-10-16,0.0
3212,1928-10-17,0.0
3213,1928-10-18,0.0
3214,1928-10-19,0.0
3215,1928-10-20,25.3
3216,1928-10-21,0.0
3217,1928-10-22,0.0
3218,1928-10-23,7.4
3219,1928-10-24,68.3
3220,1928-10-25,69.4
3221,1928-10-26,46.5
3222,1928-10-27,0.0
3223,1928-10-28,0.0
3224,1928-10-29,23.4
3225,1928-10-30,75.3
3226,1928-10-31,22.4
3227,1928-11-01,45.3
3228,1928-11-02,17.5
3229,1928-11-03,47.8
3230,1928-11-04,0.0
3231,1928-11-05,36.5
3232,1928-11-06,45.3
3233,1928-11-07,0.0
3234,1928-11-08,0.0
3235,1928-11-09,0.0
3236,1928-11-10,0.0
3237,1928-11-11,39.2
3238,1928-11-12,0.0
3239,1928-11-13,0.0
3240,1928-11-14,0.0
3241,1928-11-15,22.3
3242,1928-11-16,0.0
3243,1928-11-17,0.0
3244,1928-11-18,0.0
3245,1928-11-19,0.0
3246,1928-11-20,0.0
3247,1928-11-21,52.4
3248,1928-11-22,0.0
3249,1928-11-23,0.0
3250,1928-11-24,0.0
3251,1928-11-25,0.0
3252,1928-11-26,0.0
3253,1928-11-27,11.2
3254,1928-11-28,0.0
3255,1928-11-29,0.0
3256,1928-11-30,0.0
3257,1928-12-01,27.2
3258,1928-12-02,0.0
3259,1928-12-03,0.0
3260,1928-12-04,0.0
3261,1928-12-05,0.0
3262,1928-12-06,0.0
3263,1928-12-07,0.0
3264,1928-12-08,0.0
3265,1928-12-09,16.3
3266,1928-12-10,12.4
3267,1928-12-11,0.0
3268,1928-12-12,39.4
3269,1928-12-13,0.0
3270,1928-12-14,0.0
3271,1928-12-15,0.0
3272,1928-12-16,0.0
3273,1928-12-17,0.0
3274,1928-12-18,0.0
3275,1928-12-19,0.0
3276,1928-12-20,0.0
3277,1928-12-21,0.0
3278,1928-12-22,0.0
3279,1928-12-23,0.0
3280,1928-12-24,7.3
3281,1928-12-25,0.0
3282,1928-12-26,0.0
3283,1928-12-27,0.0
3284,1928-12-28,15.2
3285,1928-12-29,25.3
3286,1928-12-30,0.0
3287,1928-12-31,0.0
3288,1929-01-01,0.0
3289,1929-01-02,0.0
3290,1929-01-03,0.0
3291,1929-01-04,0.0
3292,1929-01-05,0.0
3293,1929-01-06,0.0
3294,1929-01-07,0.0
3295,1929-01-08,0.0
3296,1929-01-09,0.0
3297,1929-01-10,0.0
3298,1929-01-11,0.0
3299,1929-01-12,0.0
3300,1929-01-13,0.0
3301,1929-01-14,0.0
3302,1929-01-15,0.0
3303,1929-01-16,0.0
3304,1929-01-17,0.0
3305,1929-01-18,0.0
3306,1929-01-19,0.0
3307,1929-01-20,0.0
3308,1929-01-21,0.0
3309,1929-01-22,0.0
3310,1929-01-23,0.0
3311,1929-01-24,0.0
3312,1929-01-25,0.0
3313,1929-01-26,0.0
3314,1929-01-27,0.0
3315,1929-01-28,0.0
3316,1929-01-29,0.0
3317,1929-01-30,0.0
3319,1929-02-01,0.0
3320,1929-02-02,2.0
3321,1929-02-03,2.2
3322,1929-02-04,5.1
3323,1929-02-05,0.0
3324,1929-02-06,0.0
3325,1929-02-07,11.2
3326,1929-02-08,0.0
3327,1929-02-09,0.0
3328,1929-02-10,0.0
3329,1929-02-11,0.0
3330,1929-02-12,0.0
3331,1929-02-13,0.0
3332,1929-02-14,0.0
3333,1929-02-15,0.0
3334,1929-02-16,0.0
3335,1929-02-17,0.0
3336,1929-02-18,0.0
3337,1929-02-19,0.0
3338,1929-02-20,0.0
3339,1929-02-21,0.0
3340,1929-02-22,0.0
3341,1929-02-23,0.0
3342,1929-02-24,0.0
3343,1929-02-25,0.0
3344,1929-02-26,0.0
3345,1929-02-27,0.0
3346,1929-02-28,0.0
3500,1929-08-01,0.0
3501,1929-08-02,25.4
3502,1929-08-03,15.2
3503,1929-08-04,36.3
3504,1929-08-05,0.0
3505,1929-08-06,43.5
3506,1929-08-07,11.3
3507,1929-08-08,27.4
3508,1929-08-09,0.0
3509,1929-08-10,45.3
3510,1929-08-11,0.0
3511,1929-08-12,0.0
3512,1929-08-13,27.3
3513,1929-08-14,12.4
3514,1929-08-15,14.7
3515,1929-08-16,0.0
3516,1929-08-17,21.5
3517,1929-08-18,26.2
3518,1929-08-19,0.0
3519,1929-08-20,0.0
3520,1929-08-21,0.0
3521,1929-08-22,78.4
3522,1929-08-23,0.0
3523,1929-08-24,34.5
3524,1929-08-25,18.2
3525,1929-08-26,0.0
3526,1929-08-27,23.3
3527,1929-08-28,16.4
3528,1929-08-29,17.3
3529,1929-08-30,45.4
3530,1929-08-31,23.5
3531,1929-09-01,15.2
3532,1929-09-02,0.0
3533,1929-09-03,0.0
3534,1929-09-04,0.0
3535,1929-09-05,44.3
3536,1929-09-06,47.2
3537,1929-09-07,0.0
3538,1929-09-08,12.4
3539,1929-09-09,23.5
3540,1929-09-10,0.0
3541,1929-09-11,0.0
3542,1929-09-12,0.0
3543,1929-09-13,0.0
3544,1929-09-14,22.4
3545,1929-09-15,35.3
3546,1929-09-16,11.5
3547,1929-09-17,10.3
3548,1929-09-18,14.2
3549,1929-09-19,21.4
3550,1929-09-20,29.2
3551,1929-09-21,12.4
3552,1929-09-22,0.0
3553,1929-09-23,0.0
3554,1929-09-24,23.5
3555,1929-09-25,0.0
3556,1929-09-26,15.3
3557,1929-09-27,20.4
3558,1929-09-28,17.5
3559,1929-09-29,25.3
3560,1929-09-30,16.4
3561,1929-10-01,27.3
3562,1929-10-02,23.4
3563,1929-10-03,45.3
3564,1929-10-04,0.0
3565,1929-10-05,12.2
3566,1929-10-06,28.3
3567,1929-10-07,14.3
3568,1929-10-08,0.0
3569,1929-10-09,10.4
3570,1929-10-10,12.3
3571,1929-10-11,15.2
3572,1929-10-12,0.0
3573,1929-10-13,0.0
3574,1929-10-14,0.0
3575,1929-10-15,0.0
3576,1929-10-16,25.3
3577,1929-10-17,0.0
3578,1929-10-18,0.0
3579,1929-10-19,0.0
3580,1929-10-20,0.0
3581,1929-10-21,0.0
3582,1929-10-22,26.4
3583,1929-10-23,16.5
3584,1929-10-24,37.3
3585,1929-10-25,0.0
3586,1929-10-26,29.4
3587,1929-10-27,32.4
3588,1929-10-28,0.0
3589,1929-10-29,28.2
3590,1929-10-30,0.0
3591,1929-10-31,0.0
3592,1929-11-01,34.2
3593,1929-11-02,0.0
3594,1929-11-03,0.0
3595,1929-11-04,0.0
3596,1929-11-05,0.0
3597,1929-11-06,0.0
3598,1929-11-07,0.0
3599,1929-11-08,74.5
3600,1929-11-09,0.0
3601,1929-11-10,0.0
3602,1929-11-11,0.0
3603,1929-11-12,0.0
3604,1929-11-13,0.0
3605,1929-11-14,0.0
3606,1929-11-15,0.0
3607,1929-11-16,0.0
3608,1929-11-17,0.0
3609,1929-11-18,0.0
3610,1929-11-19,23.5
3611,1929-11-20,0.0
3612,1929-11-21,10.4
3613,1929-11-22,0.0
3614,1929-11-23,0.0
3615,1929-11-24,0.0
3616,1929-11-25,0.0
3617,1929-11-26,0.0
3618,1929-11-27,0.0
3619,1929-11-28,25.3
3620,1929-11-29,0.0
3621,1929-11-30,0.0
3622,1929-12-01,0.0
3623,1929-12-02,0.0
3624,1929-12-03,0.0
3625,1929-12-04,55.3
3626,1929-12-05,47.4
3627,1929-12-06,0.0
3628,1929-12-07,0.0
3629,1929-12-08,0.0
3630,1929-12-09,0.0
3631,1929-12-10,0.0
3632,1929-12-11,0.0
3633,1929-12-12,0.0
3634,1929-12-13,0.0
3635,1929-12-14,0.0
3636,1929-12-15,0.0
3637,1929-12-16,15.2
3638,1929-12-17,0.0
3639,1929-12-18,0.0
3640,1929-12-19,0.0
3641,1929-12-20,0.0
3642,1929-12-21,0.0
3643,1929-12-22,0.0
3644,1929-12-23,0.0
3645,1929-12-24,8.2
3646,1929-12-25,0.0
3647,1929-12-26,0.0
3648,1929-12-27,0.0
3649,1929-12-28,0.0
3650,1929-12-29,0.0
3651,1929-12-30,0.0
3652,1929-12-31,0.0
3653,1930-01-01,0.0
3654,1930-01-02,15.3
3655,1930-01-03,0.0
3656,1930-01-04,0.0
3657,1930-01-05,0.0
3658,1930-01-06,0.0
3659,1930-01-07,0.0
3660,1930-01-08,0.0
3661,1930-01-09,0.0
3662,1930-01-10,14.5
3663,1930-01-11,0.0
3664,1930-01-12,15.3
3665,1930-01-13,22.2
3666,1930-01-14,0.0
3667,1930-01-15,0.0
3668,1930-01-16,0.0
3669,1930-01-17,19.3
3670,1930-01-18,0.0
3671,1930-01-19,0.0
3672,1930-01-20,0.0
3673,1930-01-21,0.0
3674,1930-01-22,0.0
3675,1930-01-23,27.2
3676,1930-01-24,0.0
3677,1930-01-25,24.3
3678,1930-01-26,17.4
3679,1930-01-27,12.2
3680,1930-01-28,0.0
3681,1930-01-29,0.0
3682,1930-01-30,0.0
3683,1930-01-31,0.0
3684,1930-02-01,0.0
3685,1930-02-02,11.3
3686,1930-02-03,0.0
3687,1930-02-04,0.0
3688,1930-02-05,0.0
3689,1930-02-06,0.0
3690,1930-02-07,0.0
3691,1930-02-08,23.2
3692,1930-02-09,0.0
3693,1930-02-10,0.0
3694,1930-02-11,0.0
3695,1930-02-12,0.0
3696,1930-02-13,0.0
3697,1930-02-14,29.3
3698,1930-02-15,0.0
3699,1930-02-16,0.0
3700,1930-02-17,23.4
3701,1930-02-18,25.3
3702,1930-02-19,0.0
3703,1930-02-20,36.3
3704,1930-02-21,0.0
3705,1930-02-22,0.0
3706,1930-02-23,14.2
3707,1930-02-24,11.5
3708,1930-02-25,0.0
3709,1930-02-26,0.0
3710,1930-02-27,0.0
3711,1930-02-28,0.0
3712,1930-03-01,0.0
3713,1930-03-02,0.0
3714,1930-03-03,0.0
3715,1930-03-04,0.0
3716,1930-03-05,0.0
3717,1930-03-06,0.0
3718,1930-03-07,0.0
3719,1930-03-08,0.0
3720,1930-03-09,0.0
3721,1930-03-10,0.0
3722,1930-03-11,8.3
3723,1930-03-12,15.4
3724,1930-03-13,0.0
3725,1930-03-14,0.0
3726,1930-03-15,0.0
3727,1930-03-16,0.0
3728,1930-03-17,0.0
3729,1930-03-18,0.0
3730,1930-03-19,0.0
3731,1930-03-20,0.0
3732,1930-03-21,0.0
3733,1930-03-22,0.0
3734,1930-03-23,0.0
3735,1930-03-24,0.0
3736,1930-03-25,0.0
3737,1930-03-26,0.0
3738,1930-03-27,0.0
3739,1930-03-28,0.0
3740,1930-03-29,0.0
3741,1930-03-30,0.0
3742,1930-03-31,0.0
3743,1930-04-01,0.0
3744,1930-04-02,0.0
3745,1930-04-03,0.0
3746,1930-04-04,0.0
3747,1930-04-05,0.0
3748,1930-04-06,10.2
3749,1930-04-07,7.3
3750,1930-04-08,16.4
3751,1930-04-09,32.3
3752,1930-04-10,5.4
3753,1930-04-11,0.0
3754,1930-04-12,0.0
3755,1930-04-13,0.0
3756,1930-04-14,27.3
3757,1930-04-15,45.4
3758,1930-04-16,28.2
3759,1930-04-17,23.4
3760,1930-04-18,39.3
3761,1930-04-19,11.4
3762,1930-04-20,36.2
3763,1930-04-21,0.0
3764,1930-04-22,0.0
3765,1930-04-23,15.3
3766,1930-04-24,0.0
3767,1930-04-25,12.4
3768,1930-04-26,0.0
3769,1930-04-27,0.0
3770,1930-04-28,0.0
3771,1930-04-29,55.2
3772,1930-04-30,46.5
3773,1930-05-01,57.3
3774,1930-05-02,0.0
3775,1930-05-03,0.0
3776,1930-05-04,25.3
3777,1930-05-05,0.0
3778,1930-05-06,0.0
3779,1930-05-07,69.4
3780,1930-05-08,37.2
3781,1930-05-09,0.0
3782,1930-05-10,46.5
3783,1930-05-11,23.2
3784,1930-05-12,0.0
3785,1930-05-13,0.0
3786,1930-05-14,0.0
3787,1930-05-15,0.0
3788,1930-05-16,0.0
3789,1930-05-17,0.0
3790,1930-05-18,0.0
3791,1930-05-19,0.0
3792,1930-05-20,0.0
3793,1930-05-21,28.3
3794,1930-05-22,43.3
3795,1930-05-23,0.0
3796,1930-05-24,52.3
3797,1930-05-25,0.0
3798,1930-05-26,0.0
3799,1930-05-27,0.0
3800,1930-05-28,48.2
3801,1930-05-29,0.0
3802,1930-05-30,0.0
3803,1930-05-31,29.4
3804,1930-06-01,35.3
3805,1930-06-02,34.4
3806,1930-06-03,0.0
3807,1930-06-04,21.5
3808,1930-06-05,34.3
3809,1930-06-06,25.2
3810,1930-06-07,0.0
3811,1930-06-08,30.5
3812,1930-06-09,48.3
3813,1930-06-10,53.4
3814,1930-06-11,46.3
3815,1930-06-12,37.4
3816,1930-06-13,0.0
3817,1930-06-14,0.0
3818,1930-06-15,0.0
3819,1930-06-16,0.0
3820,1930-06-17,0.0
3821,1930-06-18,49.3
3822,1930-06-19,0.0
3823,1930-06-20,0.0
3824,1930-06-21,37.4
3825,1930-06-22,18.3
3826,1930-06-23,25.2
3827,1930-06-24,46.5
3828,1930-06-25,53.4
3829,1930-06-26,0.0
3830,1930-06-27,0.0
3831,1930-06-28,0.0
3832,1930-06-29,14.3
3833,1930-06-30,52.5
3834,1930-07-01,0.0
3835,1930-07-02,17.3
3836,1930-07-03,0.0
3837,1930-07-04,0.0
3838,1930-07-05,0.0
3839,1930-07-06,0.0
3840,1930-07-07,0.0
3841,1930-07-08,10.4
3842,1930-07-09,34.3
3843,1930-07-10,52.3
3844,1930-07-11,43.2
3845,1930-07-12,10.5
3846,1930-07-13,19.3
3847,1930-07-14,27.4
3848,1930-07-15,9.4
3849,1930-07-16,0.0
3850,1930-07-17,28.5
3851,1930-07-18,0.0
3852,1930-07-19,0.0
3853,1930-07-20,34.3
3854,1930-07-21,14.4
3855,1930-07-22,18.3
3856,1930-07-23,0.0
3857,1930-07-24,15.4
3858,1930-07-25,42.3
3859,1930-07-26,0.0
3860,1930-07-27,15.2
3861,1930-07-28,0.0
3862,1930-07-29,0.0
3863,1930-07-30,0.0
3864,1930-07-31,12.4
3865,1930-08-01,17.3
3866,1930-08-02,14.2
3867,1930-08-03,8.5
3868,1930-08-04,0.0
3869,1930-08-05,0.0
3870,1930-08-06,0.0
3871,1930-08-07,29.2
3872,1930-08-08,36.4
3873,1930-08-09,27.3
3874,1930-08-10,7.4
3875,1930-08-11,0.0
3876,1930-08-12,0.0
3877,1930-08-13,22.3
3878,1930-08-14,0.0
3879,1930-08-15,11.5
3880,1930-08-16,14.2
3881,1930-08-17,38.3
3882,1930-08-18,32.3
3883,1930-08-19,57.4
3884,1930-08-20,63.2
3885,1930-08-21,12.5
3886,1930-08-22,0.0
3887,1930-08-23,0.0
3888,1930-08-24,15.3
3889,1930-08-25,0.0
3890,1930-08-26,12.2
3891,1930-08-27,48.3
3892,1930-08-28,23.2
3893,1930-08-29,0.0
3894,1930-08-30,9.3
3895,1930-08-31,29.4
3896,1930-09-01,0.0
3897,1930-09-02,8.4
3898,1930-09-03,16.3
3899,1930-09-04,0.0
3900,1930-09-05,0.0
3901,1930-09-06,27.4
3902,1930-09-07,0.0
3903,1930-09-08,39.3
3904,1930-09-09,0.0
3905,1930-09-10,8.2
3906,1930-09-11,21.3
3907,1930-09-12,0.0
3908,1930-09-13,0.0
3909,1930-09-14,0.0
3910,1930-09-15,28.4
3911,1930-09-16,0.0
3912,1930-09-17,37.3
3913,1930-09-18,26.3
3914,1930-09-19,0.0
3915,1930-09-20,0.0
3916,1930-09-21,0.0
3917,1930-09-22,25.2
3918,1930-09-23,58.4
3919,1930-09-24,43.5
3920,1930-09-25,14.3
3921,1930-09-26,0.0
3922,1930-09-27,22.4
3923,1930-09-28,27.3
3924,1930-09-29,24.5
3925,1930-09-30,43.2
3926,1930-10-01,0.0
3927,1930-10-02,34.3
3928,1930-10-03,20.4
3929,1930-10-04,11.3
3930,1930-10-05,17.3
3931,1930-10-06,14.3
3932,1930-10-07,35.3
3933,1930-10-08,82.4
3934,1930-10-09,28.3
3935,1930-10-10,34.2
3936,1930-10-11,5.0
3937,1930-10-12,0.0
3938,1930-10-13,0.0
3939,1930-10-14,0.0
3940,1930-10-15,28.3
3941,1930-10-16,45.4
3942,1930-10-17,4.2
3943,1930-10-18,0.0
3944,1930-10-19,11.3
3945,1930-10-20,0.0
3946,1930-10-21,0.0
3947,1930-10-22,0.0
3948,1930-10-23,14.5
3949,1930-10-24,0.0
3950,1930-10-25,49.2
3951,1930-10-26,0.0
3952,1930-10-27,43.4
3953,1930-10-28,35.3
3954,1930-10-29,0.0
3955,1930-10-30,0.0
3956,1930-10-31,0.0
3957,1930-11-01,0.0
3958,1930-11-02,0.0
3959,1930-11-03,0.0
3960,1930-11-04,0.0
3961,1930-11-05,0.0
3962,1930-11-06,29.4
3963,1930-11-07,0.0
3964,1930-11-08,11.2
3965,1930-11-09,7.3
3966,1930-11-10,15.3
3967,1930-11-11,0.0
3968,1930-11-12,0.0
3969,1930-11-13,0.0
3970,1930-11-14,0.0
3971,1930-11-15,0.0
3972,1930-11-16,18.2
3973,1930-11-17,57.4
3974,1930-11-18,16.3
3975,1930-11-19,0.0
3976,1930-11-20,0.0
3977,1930-11-21,0.0
3978,1930-11-22,0.0
3979,1930-11-23,0.0
3980,1930-11-24,28.3
3981,1930-11-25,14.2
3982,1930-11-26,0.0
3983,1930-11-27,45.3
3984,1930-11-28,0.0
3985,1930-11-29,0.0
3986,1930-11-30,37.5
3987,1930-12-01,0.0
3988,1930-12-02,0.0
3989,1930-12-03,0.0
3990,1930-12-04,32.3
3991,1930-12-05,23.4
3992,1930-12-06,0.0
3993,1930-12-07,0.0
3994,1930-12-08,0.0
3995,1930-12-09,0.0
3996,1930-12-10,0.0
3997,1930-12-11,0.0
3998,1930-12-12,0.0
3999,1930-12-13,0.0
4000,1930-12-14,0.0
4001,1930-12-15,0.0
4002,1930-12-16,0.0
4003,1930-12-17,0.0
4004,1930-12-18,0.0
4005,1930-12-19,0.0
4006,1930-12-20,0.0
4007,1930-12-21,0.0
4008,1930-12-22,0.0
4009,1930-12-23,0.0
4010,1930-12-24,11.3
4011,1930-12-25,0.0
4012,1930-12-26,0.0
4013,1930-12-27,0.0
4014,1930-12-28,0.0
4015,1930-12-29,0.0
4016,1930-12-30,0.0
4017,1930-12-31,0.0
4018,1931-01-01,0.0
4019,1931-01-02,23.2
4020,1931-01-03,0.0
4021,1931-01-04,9.4
4022,1931-01-05,0.0
4023,1931-01-06,0.0
4024,1931-01-07,0.0
4025,1931-01-08,0.0
4026,1931-01-09,0.0
4027,1931-01-10,0.0
4028,1931-01-11,0.0
4029,1931-01-12,0.0
4030,1931-01-13,0.0
4031,1931-01-14,0.0
4032,1931-01-15,0.0
4033,1931-01-16,0.0
4034,1931-01-17,0.0
4035,1931-01-18,0.0
4036,1931-01-19,0.0
4037,1931-01-20,0.0
4038,1931-01-21,0.0
4039,1931-01-22,0.0
4040,1931-01-23,0.0
4041,1931-01-24,0.0
4042,1931-01-25,31.3
4043,1931-01-26,0.0
4044,1931-01-27,0.0
4045,1931-01-28,0.0
4046,1931-01-29,0.0
4047,1931-01-30,0.0
4048,1931-01-31,0.0
4049,1931-02-01,0.0
4050,1931-02-02,0.0
4051,1931-02-03,0.0
4052,1931-02-04,0.3
4053,1931-02-05,36.2
4054,1931-02-06,22.4
4055,1931-02-07,27.3
4056,1931-02-08,0.0
4057,1931-02-09,0.0
4058,1931-02-10,0.0
4059,1931-02-11,0.0
4060,1931-02-12,0.0
4061,1931-02-13,0.0
4062,1931-02-14,0.0
4063,1931-02-15,23.4
4064,1931-02-16,0.0
4065,1931-02-17,0.0
4066,1931-02-18,0.0
4067,1931-02-19,0.0
4068,1931-02-20,0.0
4069,1931-02-21,15.3
4070,1931-02-22,0.0
4071,1931-02-23,0.0
4072,1931-02-24,0.0
4073,1931-02-25,0.0
4074,1931-02-26,0.0
4075,1931-02-27,0.0
4076,1931-02-28,0.0
4077,1931-03-01,0.0
4078,1931-03-02,0.0
4079,1931-03-03,0.0
4080,1931-03-04,0.0
4081,1931-03-05,0.0
4082,1931-03-06,0.0
4083,1931-03-07,0.0
4084,1931-03-08,0.0
4085,1931-03-09,15.4
4086,1931-03-10,0.0
4087,1931-03-11,0.0
4088,1931-03-12,7.3
4089,1931-03-13,0.0
4090,1931-03-14,0.0
4091,1931-03-15,0.0
4092,1931-03-16,0.0
4093,1931-03-17,0.0
4094,1931-03-18,18.3
4095,1931-03-19,0.0
4096,1931-03-20,0.0
4097,1931-03-21,0.0
4098,1931-03-22,0.0
4099,1931-03-23,0.0
4100,1931-03-24,0.0
4101,1931-03-25,0.0
4102,1931-03-26,0.0
4103,1931-03-27,0.0
4104,1931-03-28,0.0
4105,1931-03-29,0.0
4106,1931-03-30,0.0
4107,1931-03-31,0.0
4108,1931-04-01,25.2
4109,1931-04-02,9.3
4110,1931-04-03,20.2
4111,1931-04-04,0.0
4112,1931-04-05,0.0
4113,1931-04-06,41.3
4114,1931-04-07,14.4
4115,1931-04-08,35.2
4116,1931-04-09,43.4
4117,1931-04-10,54.5
4118,1931-04-11,0.0
4119,1931-04-12,48.3
4120,1931-04-13,35.2
4121,1931-04-14,16.3
4122,1931-04-15,9.4
4123,1931-04-16,32.3
4124,1931-04-17,0.0
4125,1931-04-18,0.0
4126,1931-04-19,47.5
4127,1931-04-20,15.3
4128,1931-04-21,17.4
4129,1931-04-22,23.3
4130,1931-04-23,0.0
4131,1931-04-24,27.2
4132,1931-04-25,83.5
4133,1931-04-26,42.3
4134,1931-04-27,0.0
4135,1931-04-28,64.3
4136,1931-04-29,32.5
4137,1931-04-30,28.2
4138,1931-05-01,71.4
4139,1931-05-02,14.3
4140,1931-05-03,37.1
4141,1931-05-04,5.3
4142,1931-05-05,34.5
4143,1931-05-06,0.0
4144,1931-05-07,14.3
4145,1931-05-08,0.0
4146,1931-05-09,0.0
4147,1931-05-10,24.2
4148,1931-05-11,32.3
4149,1931-05-12,0.0
4150,1931-05-13,10.2
4151,1931-05-14,17.4
4152,1931-05-15,8.3
4153,1931-05-16,0.0
4154,1931-05-17,34.2
4155,1931-05-18,49.4
4156,1931-05-19,45.3
4157,1931-05-20,9.5
4158,1931-05-21,34.3
4159,1931-05-22,7.2
4160,1931-05-23,37.3
